name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.create_invoice_for_organization` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""create_invoice_for_organization"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_create_invoice_for_organization_3c930a163d6c334b31f5812edabfd17a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.get_shipping_lines_for_filter` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_shipping_lines_for_filter"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_shipping_lines_for_filter_1c1576bbc92f9b3bd1b148b298bc3509
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.fix_approved_cod_request` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""fix_approved_cod_request"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_fix_approved_cod_request_b355cb90ed6404956027bf13c3c2a432
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.validate_shipping_line_type` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""validate_shipping_line_type"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_validate_shipping_line_type_b698805123c5f3653bd1d145f5e835d0
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.check_cod_container_status` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_cod_container_status"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_cod_container_status_77471c3d5d38b56adf5ab46bc7458351
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.generate_additional_tasks` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""generate_additional_tasks"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_generate_additional_tasks_3ee3add6b9142f1bcde8765f6eb29220
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.generate_invoice_number` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""generate_invoice_number"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_generate_invoice_number_e1415686f9fa7be8770d9982fc776c7a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.get_marketplace_listings_with_rating` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_marketplace_listings_with_rating"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_marketplace_listings_with_rating_97bf8ddaae59c5da668f498415318243
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.get_matching_suggestions` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_matching_suggestions"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_matching_suggestions_024ca73fcc1bcce7e755c6dfba577557
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.update_updated_at_column` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_updated_at_column"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_updated_at_column_06bcf30ac3d0a7f279a54cbf228a7bec
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set to an empty string.,Function `public.handle_new_user` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""handle_new_user"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_handle_new_user_cf77f9dd3462bde58e70a9bdc1b6a86d
extension_in_public,Extension in Public,WARN,EXTERNAL,"[""SECURITY""]",Detects extensions installed in the `public` schema.,Extension `postgis` is installed in the public schema. Move it to another schema.,https://supabase.com/docs/guides/database/database-linter?lint=0014_extension_in_public,"{""name"":""postgis"",""type"":""extension"",""schema"":""public""}",extension_in_public_postgis
